Year,ANIMAL_TYPE,breed,cnt,share
2023,CAT,OCICAT,8,4.0E-4
2023,CAT,DEVON REX,26,0.0014
2023,CAT,SINGAPURA,1,1.0E-4
2023,CAT,HAVANA BROWN,1,1.0E-4
2026,DOG,POODLE STANDARD,10,0.0152
2026,DOG,WEST HIGHLAND WHITE TERRIER,5,0.0076
2026,DOG,CHIHUAHUA LONGHAIR,7,0.0107
2026,DOG,BLUETICK COONHOUND,1,0.0015
2026,DOG,MINIATURE LONG-,1,0.0015
2026,DOG,SHETLAND SHEEPD,1,0.0015
2023,CAT,MUNCHKIN,8,4.0E-4
2023,CAT,CHARTREUX,2,1.0E-4
2026,DOG,POMERANIAN,9,0.0137
2026,DOG,MALTESE,31,0.0473
2026,DOG,SIBERIAN HUSKY,18,0.0274
2026,DOG,RAT TERRIER,7,0.0107
2026,DOG,PORTUGUESE WATER DOG,2,0.003
2026,DOG,BELGIAN MALINOIS,1,0.0015
2023,CAT,DOMESTIC SHORTHAIR,13484,0.7393
2026,DOG,YORKSHIRE TERRIER,12,0.0183
2026,DOG,ENGLISH SPRINGER SPANIEL,3,0.0046
2026,DOG,WIREHAIRED VIZSLA,1,0.0015
2026,DOG,JAPANESE CHIN,2,0.003
2026,DOG,COCOPOO,1,0.0015
2023,CAT,TURKISH VAN,2,1.0E-4
2023,CAT,AMERICAN CURL,6,3.0E-4
2023,CAT,SOMALI,1,1.0E-4
2023,CAT,TUXEDO CAT,1,1.0E-4
2026,DOG,AMERICAN BULLDOG,20,0.0305
2026,DOG,POODLE TOY,1,0.0015
2026,DOG,JINDO,8,0.0122
2026,DOG,BRUSSELS GRIFFON,1,0.0015
2026,DOG,GREYHOUND,2,0.003
2026,DOG,OLD ENGLISH SHEEPDOG,2,0.003
2023,CAT,SIAMESE,306,0.0168
2023,CAT,SCOTTISH FOLD,97,0.0053
2023,CAT,SCOTTISH STRAIGHT,2,1.0E-4
2026,DOG,VIZSLA,1,0.0015
2026,DOG,SCOTTISH TERRIER,1,0.0015
2026,DOG,LEONBERGER,2,0.003
2026,DOG,SPINONE ITALIANO,1,0.0015
2026,DOG,PUDDLE POINTER,2,0.003
2023,CAT,PERSIAN,139,0.0076
2023,CAT,RUSSIAN BLUE,111,0.0061
2023,CAT,NORWEGIAN FOREST CAT,20,0.0011
2023,CAT,CHANTILLY TIFFANY,6,3.0E-4
2023,CAT,EXOTIC SHORTHAIR,16,9.0E-4
2023,CAT,ORIENTAL SHORTHAIR,9,5.0E-4
2023,CAT,TURKISH ANGORA,15,8.0E-4
2026,DOG,NEWFOUNDLAND,2,0.003
2026,DOG,LAGOTTO ROMAGNOLO,3,0.0046
2026,DOG,CHIHUAHUA SHORTHAIR,12,0.0183
2026,DOG,CHOW CHOW,6,0.0091
2026,DOG,CANE CORSO,2,0.003
2026,DOG,CATAHOULA LEOPARD DOG,6,0.0091
2026,DOG,BICHON FRISE,7,0.0107
2026,DOG,CAVALIER KING CHARLES SPANIEL,4,0.0061
2026,DOG,SOFT COATED WHEATEN TERRIER,3,0.0046
2026,DOG,CHUG (CHIHUAHUA,2,0.003
2026,DOG,CARDIGAN WELSH,1,0.0015
2023,CAT,DOMESTIC LONGHAIR,1177,0.0645
2026,DOG,POINTER,6,0.0091
2026,DOG,BEAGLE,12,0.0183
2026,DOG,FINNISH SPITZ,1,0.0015
2026,DOG,BOXER,1,0.0015
2026,DOG,BIEWER TERRIER,2,0.003
2026,DOG,HAVANESE,4,0.0061
2026,DOG,DACHSHUND MINIATURE,5,0.0076
2026,DOG,IRISH WOLFHOUND,1,0.0015
2026,DOG,CHIHUAHUA MIX,3,0.0046
2026,DOG,BERNEDOODLE (BE,1,0.0015
2023,CAT,RAGDOLL,185,0.0101
2023,CAT,BRITISH SHORTHAIR,131,0.0072
2023,CAT,BALINESE,7,4.0E-4
2026,DOG,POODLE MINIATURE,11,0.0168
2026,DOG,ENGLISH COCKER SPANIEL,2,0.003
2026,DOG,MIXED BREED,1,0.0015
2026,DOG,ALASKAN HUSKY,1,0.0015
2023,CAT,MAINE COON,162,0.0089
2023,CAT,BURMESE,37,0.002
2023,CAT,MANX,8,4.0E-4
2023,CAT,BOMBAY,37,0.002
2023,CAT,BIRMAN,7,4.0E-4
2026,DOG,BORDER COLLIE,22,0.0335
2026,DOG,POTCAKE,2,0.003
2026,DOG,AUSTRALIAN SHEPHERD,30,0.0457
2023,CAT,AMERICAN SHORTHAIR,87,0.0048
2023,CAT,HIMALAYAN,55,0.003
2023,CAT,SAVANNAH,10,5.0E-4
2023,CAT,AMERICAN WIREHAIR,1,1.0E-4
2023,CAT,COLORPOINT,1,1.0E-4
2026,DOG,GERMAN SHEPHERD DOG,27,0.0412
2026,DOG,MINIATURE BULL TERRIER,3,0.0046
2026,DOG,PARSON RUSSELL TERRIER,4,0.0061
2026,DOG,SHIHTZU,5,0.0076
2026,DOG,HOUND,1,0.0015
2026,DOG,PLOTT HOUND,4,0.0061
2026,DOG,JACK RUSSELL TERRIER,2,0.003
2026,DOG,AUSTRALIAN CATTLE DOG,1,0.0015
2026,DOG,WHIPPET MIX,1,0.0015
2023,CAT,TOYBOB,1,1.0E-4
2026,DOG,SHETLAND SHEEPDOG,4,0.0061
2026,DOG,MASTIFF,2,0.003
2026,DOG,SHIH TZU MIX,1,0.0015
2023,CAT,PIXIE-BOB,2,1.0E-4
2023,CAT,EGYPTIAN MAU,13,7.0E-4
2023,CAT,SIBERIAN,2,1.0E-4
2023,CAT,INDIAN CAT,1,1.0E-4
2026,DOG,BERNESE MOUNTAIN DOG,10,0.0152
2026,DOG,DUTCH SHEPHERD,3,0.0046
2026,DOG,UNKNOWN,43,0.0655
2026,DOG,AMERICAN BULLY POCKET,1,0.0015
2026,DOG,BOSTON TERRIER,4,0.0061
2026,DOG,RHODESIAN RIDGEBACK,9,0.0137
2026,DOG,COCKER SPANIEL,15,0.0229
2026,DOG,BREED UNKNOWN,2,0.003
2026,DOG,MINI AMERICAN S,1,0.0015
2023,CAT,BENGAL,153,0.0084
2023,CAT,SNOWSHOE,3,2.0E-4
2023,CAT,CORNISH REX,8,4.0E-4
2026,DOG,PEMBROKE WELSH CORGI,12,0.0183
2026,DOG,ROTTWEILER,3,0.0046
2026,DOG,DOBERMAN PINSCHER,6,0.0091
2026,DOG,TERRIER,3,0.0046
2026,DOG,PAPILLON,1,0.0015
2023,CAT,EUROPEAN SHORTHAIR,4,2.0E-4
2026,DOG,AUSTRALIAN KELPIE,4,0.0061
2026,DOG,AKITA,2,0.003
2026,DOG,AMERICAN BULLY,9,0.0137
2026,DOG,SHIBA INU,8,0.0122
2026,DOG,SAMOYED,3,0.0046
2026,DOG,KOREAN JINDO MI,1,0.0015
2023,CAT,KORAT,3,2.0E-4
2023,CAT,JAPANESE BOBTAIL,2,1.0E-4
2026,DOG,PUG,11,0.0168
2026,DOG,LABRADOR RETRIEVER,59,0.0899
2026,DOG,CHESAPEAKE BAY RETRIEVER,1,0.0015
2026,DOG,GANARASKAN,1,0.0015
2026,DOG,AMERICAN ESKIMO DOG,1,0.0015
2026,DOG,AMERICAN PIT BULL TERRIER,1,0.0015
2026,DOG,MALTIPOO (MALTE,3,0.0046
2026,DOG,LABRADOR RETRIE,1,0.0015
2023,CAT,DOMESTIC MEDIUMHAIR,1827,0.1002
2023,CAT,ABYSSINIAN,24,0.0013
2023,CAT,SPHYNX,29,0.0016
2023,CAT,MIXED BREED,1,1.0E-4
2026,DOG,MINIATURE PINSCHER,3,0.0046
2026,DOG,GOLDEN RETRIEVER,56,0.0854
2026,DOG,BASSET HOUND,6,0.0091
2026,DOG,FRENCH BULLDOG,5,0.0076
2026,DOG,AMERICAN STAFFORDSHIRE TERRIER,1,0.0015
2026,DOG,BASENJI,3,0.0046
2026,DOG,LHASA APSO,1,0.0015
2026,DOG,SHORKIE (SHIH T,2,0.003
2026,CAT,TORTISHELL,1,0.0025
2026,CAT,MIXED BREED,2,0.0051
2026,CAT,HIMALAYAN,2,0.0051
2026,CAT,SCOTTISH FOLD,2,0.0051
2026,CAT,CLASSIC TABBY,1,0.0025
2026,CAT,DOMESTIC LONGHA,1,0.0025
2026,CAT,TUXEDO CAT,1,0.0025
2026,CAT,BOMBAY,9,0.0228
2026,CAT,AMERICAN SHORTHAIR,2,0.0051
2026,CAT,MUNCHKIN,2,0.0051
2026,CAT,BOMBAY MIX,1,0.0025
2026,CAT,DOMESTIC LONGHAIR,28,0.0709
2026,CAT,SIAMESE,5,0.0127
2026,CAT,MAINE COON,8,0.0203
2026,CAT,TURKISH VAN,2,0.0051
2026,CAT,ABYSSINIAN,2,0.0051
2026,CAT,CORNISH REX,1,0.0025
2026,CAT,RUSSIAN BLUE,8,0.0203
2026,CAT,SIAMESE + DOMES,1,0.0025
2026,CAT,BRITISH SHORTHAIR,8,0.0203
2026,CAT,PERSIAN,3,0.0076
2026,CAT,RAGDOLL,13,0.0329
2026,CAT,BREED UNKNOWN,10,0.0253
2026,CAT,BENGAL,1,0.0025
2026,CAT,DOMESTIC SHORTHAIR,270,0.6835
2026,CAT,DOMESTIC MEDIUMHAIR,10,0.0253
2026,CAT,TURKISH ANGORA,1,0.0025
